Hour,P_PV_to_Load,P_PV_to_BESS,P_PV_curtailment,P_PV_to_Grid,P_BESS_to_Load,P_BESS_to_Grid,P_Grid_to_Load,P_Grid_to_BESS,SoC,sum_power_flows
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,9000.0,750.0
6,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,9000.0,3000.0
7,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,9000.0,3000.0
8,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,9000.0,3000.0
9,1514.88,0.0,0.0,0.0,0.0,0.0,1530.5664,0.0,9000.0,3045.4464
10,3092.78350515464,4560.54649484536,0.0,0.0,0.0,0.0,0.0,0.0,13335.255498,3092.78350515464
11,2748.177,0.0,0.0,0.0,0.0,0.0,334.26831,0.0,13335.255498,3082.44531
12,2860.785,0.0,0.0,0.0,0.0,0.0,225.03855,0.0,13335.255498,3085.82355
13,3092.78350515464,430.531994845361,0.0,0.0,0.0,0.0,0.0,0.0,13744.5192123,3092.78350515464
14,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,13744.5192123,3000.0
15,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,13744.5192123,3000.0
16,3092.78350515464,356.38549484536,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,3092.78350515464
17,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
18,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
19,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
20,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
21,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
22,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,14083.2992637,3000.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14083.2992637,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,14083.2992637,750.0
30,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,10623.6241299628,3221.64948453608
31,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,7163.94899622559,3221.64948453608
32,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,3704.27386248839,3221.64948453608
33,2599.6635,0.0,0.0,0.0,513.666672036082,0.0,-5.6843418860808e-14,0.0,3152.65587275892,3113.3301720360823
34,3065.778,0.0,0.0,0.0,0.0,0.0,26.1953399999998,0.0,3152.65587275892,3091.9733399999996
35,3092.78350515464,3466.14649484536,0.0,0.0,0.0,0.0,0.0,0.0,6447.57473075892,3092.78350515464
36,1320.651,0.0,0.0,0.0,1845.97135953608,0.0,0.0,0.0,4465.21717111966,3166.62235953608
37,2938.9275,0.0,0.0,0.0,160.266672036083,0.0,0.0,0.0,4293.10949066854,3099.194172036083
38,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,4293.10949066854,3000.0
39,0.0,0.0,0.0,0.0,2321.58355771054,0.0,838.141391059944,0.0,1800.0,3159.724948770484
40,3092.78350515464,356.37199484536,0.0,0.0,0.0,0.0,0.0,0.0,2138.7672183,3092.78350515464
41,0.0,0.0,0.0,0.0,315.46003368096,0.0,2706.24361663629,0.0,1800.0,3021.70365031725
42,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
43,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
44,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
45,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
46,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
54,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
55,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
56,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
57,0.44375535,0.0,0.0,0.0,0.0,0.0,2999.5695573105,0.0,1800.0,3000.0133126605
58,1.086246,0.0,0.0,0.0,0.0,0.0,2998.94634138,0.0,1800.0,3000.0325873799998
59,157.97025,0.0,0.0,0.0,0.0,0.0,2846.7688575,0.0,1800.0,3004.7391075
60,0.05672205,0.0,0.0,0.0,0.0,0.0,2999.9449796115,0.0,1800.0,3000.0017016615
61,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
62,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
63,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
64,3092.78350515464,169.66249484536,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,3092.78350515464
65,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
66,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
67,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
68,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
69,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
70,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.2811676,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1961.2811676,750.0
78,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
79,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
80,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1961.2811676,3000.0
81,3092.78350515464,583.455494845361,0.0,0.0,0.0,0.0,0.0,0.0,2515.913961,3092.78350515464
82,3092.78350515464,7404.54649484536,0.0,0.0,0.0,0.0,0.0,0.0,9554.675859,3092.78350515464
83,3092.78350515464,3661.35649484536,0.0,0.0,0.0,0.0,0.0,0.0,13035.161343,3092.78350515464
84,2540.772,0.0,0.0,0.0,575.011984536083,0.0,0.0,0.0,12417.6656551391,3115.783984536083
85,3092.78350515464,2001.30649484536,0.0,0.0,0.0,0.0,0.0,0.0,14320.1076091391,3092.78350515464
86,0.0,0.0,0.0,0.0,1991.13564248599,0.0,1145.85448971705,0.0,12181.860570387,3136.99013220304
87,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,8722.18543664975,3221.64948453608
88,3090.249,0.0,0.0,0.0,2.64010953608251,0.0,0.0,0.0,8719.3502674744,3092.8891095360823
89,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,5259.6751337372,3221.64948453608
90,0.0,0.0,0.0,0.0,3221.64948453608,0.0,0.0,0.0,1800.0,3221.64948453608
91,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
92,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
93,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
94,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
102,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
103,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
104,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
105,3092.78350515464,2463.59149484536,0.0,0.0,0.0,0.0,0.0,0.0,4141.890075,3092.78350515464
106,2260.701,0.0,0.0,0.0,866.752609536083,0.0,0.0,0.0,3211.09904242259,3127.453609536083
107,3092.78350515464,1007.69749484536,0.0,0.0,0.0,0.0,0.0,0.0,4169.01628102259,3092.78350515464
108,2437.569,0.0,0.0,0.0,682.515109536083,0.0,0.0,0.0,3436.07479741426,3120.084109536083
109,1622.4345,0.0,0.0,0.0,0.0,0.0,1426.238535,0.0,3436.07479741426,3048.673035
110,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,3436.07479741426,3000.0
111,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,3436.07479741426,3000.0
112,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,3436.07479741426,3000.0
113,0.0,0.0,0.0,0.0,1523.51285135215,0.0,1581.30483282087,0.0,1800.0,3104.81768417302
114,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
115,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
116,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
117,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
118,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
126,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
127,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
128,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
129,260.14905,0.0,0.0,0.0,0.0,0.0,2747.6554215,0.0,1800.0,3007.8044715
130,744.1155,0.0,0.0,0.0,0.0,0.0,2278.207965,0.0,1800.0,3022.323465
131,1495.827,0.0,0.0,0.0,0.0,0.0,1549.04781,0.0,1800.0,3044.8748100000003
132,2023.029,0.0,0.0,0.0,0.0,0.0,1037.66187,0.0,1800.0,3060.69087
133,1973.799,0.0,0.0,0.0,0.0,0.0,1085.41497,0.0,1800.0,3059.21397
134,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
135,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
136,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
137,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
138,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
139,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
140,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
141,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
142,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,1800.0,750.0
150,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
151,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
152,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,1800.0,3000.0
